FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,geom,couleur
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-651c,2020-04-08T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-651b,2020-04-08T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-651a,2020-04-08T10:00:00,5,Moyen,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,5,0,POINT (269153.2682993477 6832824.934141148),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6519,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,3,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6518,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,3,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6517,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,3,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6516,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6515,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6514,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,3,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6513,2020-04-07T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6512,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6511,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6510,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,3,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650f,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,3,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650e,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,3,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650d,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,3,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650c,2020-04-06T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650b,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,2,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-650a,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,2,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6509,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,2,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6508,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,2,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6507,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,2,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6506,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,2,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6505,2020-04-05T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6504,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,5,4,0,POINT (338719.75810268405 6844013.788199687),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6503,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,5,3,0,POINT (349555.0070453745 6789093.386528317),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6502,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,5,3,0,POINT (269153.2682993477 6832824.934141148),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6501,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,200042174,CA Lorient,1,0,5,3,0,POINT (229772.04043578357 6768639.926683848),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-6500,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,5,3,0,POINT (269961.1106939723 6746307.8992528645),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ff,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,242900314,Brest Métropole,1,0,5,3,0,POINT (147878.22420658765 6837175.794037035),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64fe,2020-04-04T10:00:00,5,Moyen,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,5,3,0,POINT (172753.63056731108 6795400.543816281),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64fd,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,3,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64fc,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64fb,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,4,2,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64fa,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f9,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f8,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f7,2020-04-03T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,4,3,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f6,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f5,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f4,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,4,3,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f3,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,4,3,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f2,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,4,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f1,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),3,0,4,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64f0,2020-04-02T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ef,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ee,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ed,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ec,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,4,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64eb,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ea,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,4,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e9,2020-04-01T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e8,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,2,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e7,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,2,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e6,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,2,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e5,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,3,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e4,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,2,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e3,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,3,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e2,2020-03-31T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,2,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e1,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,4,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64e0,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64df,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,3,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64de,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64dd,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,2,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64dc,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,2,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64db,2020-03-30T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64da,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,5,5,0,POINT (338719.75810268405 6844013.788199687),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d9,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,5,4,0,POINT (269961.1106939723 6746307.8992528645),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d8,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,5,5,0,POINT (172753.63056731108 6795400.543816281),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d7,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,5,5,0,POINT (269153.2682993477 6832824.934141148),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d6,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,200042174,CA Lorient,1,0,5,4,0,POINT (229772.04043578357 6768639.926683848),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d5,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,242900314,Brest Métropole,1,0,5,5,0,POINT (147878.22420658765 6837175.794037035),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d4,2020-03-29T10:00:00,5,Moyen,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,5,4,0,POINT (349555.0070453745 6789093.386528317),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d3,2020-03-28T10:00:00,7,Médiocre,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,7,0,POINT (229772.04043578357 6768639.926683848),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d2,2020-03-28T10:00:00,8,Mauvais,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,5,8,0,POINT (338719.75810268405 6844013.788199687),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d1,2020-03-28T10:00:00,8,Mauvais,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,8,0,POINT (349555.0070453745 6789093.386528317),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64d0,2020-03-28T10:00:00,7,Médiocre,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,7,0,POINT (172753.63056731108 6795400.543816281),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64cf,2020-03-28T10:00:00,8,Mauvais,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,5,8,0,POINT (269153.2682993477 6832824.934141148),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ce,2020-03-28T10:00:00,7,Médiocre,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,7,0,POINT (269961.1106939723 6746307.8992528645),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64cd,2020-03-28T10:00:00,7,Médiocre,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,7,0,POINT (147878.22420658765 6837175.794037035),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64cc,2020-03-27T10:00:00,8,Mauvais,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,8,0,POINT (338719.75810268405 6844013.788199687),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64cb,2020-03-27T10:00:00,8,Mauvais,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,4,8,0,POINT (269153.2682993477 6832824.934141148),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ca,2020-03-27T10:00:00,7,Médiocre,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,5,7,0,POINT (269961.1106939723 6746307.8992528645),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c9,2020-03-27T10:00:00,7,Médiocre,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,7,0,POINT (229772.04043578357 6768639.926683848),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c8,2020-03-27T10:00:00,7,Médiocre,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,5,7,0,POINT (349555.0070453745 6789093.386528317),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c7,2020-03-27T10:00:00,7,Médiocre,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,5,7,0,POINT (172753.63056731108 6795400.543816281),#FFAA00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c6,2020-03-27T10:00:00,8,Mauvais,Air Breizh,EPCI,242900314,Brest Métropole,1,0,5,8,0,POINT (147878.22420658765 6837175.794037035),#FF0000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c5,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,4,5,0,POINT (269153.2682993477 6832824.934141148),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c4,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,5,0,POINT (229772.04043578357 6768639.926683848),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c3,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,4,5,0,POINT (349555.0070453745 6789093.386528317),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c2,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,5,0,POINT (338719.75810268405 6844013.788199687),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c1,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,5,0,POINT (269961.1106939723 6746307.8992528645),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64c0,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,5,0,POINT (172753.63056731108 6795400.543816281),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64bf,2020-03-26T10:00:00,5,Moyen,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,5,0,POINT (147878.22420658765 6837175.794037035),#FFFF00
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64be,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,4,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64bd,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,4,4,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64bc,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,4,4,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64bb,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,4,4,0,POINT (349555.0070453745 6789093.386528317),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ba,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b9,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b8,2020-03-25T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b7,2020-03-24T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b6,2020-03-24T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b5,2020-03-24T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b4,2020-03-24T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b3,2020-03-24T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b2,2020-03-24T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b1,2020-03-23T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64b0,2020-03-23T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64af,2020-03-23T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ae,2020-03-23T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ad,2020-03-23T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,4,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ac,2020-03-23T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64ab,2020-03-23T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64aa,2020-03-22T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64a9,2020-03-22T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_177499d2aa0_-64a8,2020-03-22T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
